frame,total_ms,event_ms,render_ms,swap_ms,gpu_ms,estimated_ticks,jit_runs,svc_calls,import_calls,jni_calls,gl_calls,draw_calls,draw_vertices,buffer_upload_bytes,texture_upload_bytes,allocation_calls,free_calls,reallocation_calls,live_heap_bytes,scene_hint,top_imports,top_gl
570,16.6045,2.8432,4.4145,9.3453,0.2550,1387520,1355,1355,1354,0,892,129,402,0,0,30,30,3,48984480,,,
571,15.1419,1.4223,3.7807,9.9375,0.2458,1387520,1355,1355,1354,0,892,129,402,0,0,30,30,3,48984480,,,
572,16.5450,2.0717,3.3858,11.0862,0.2529,1386496,1354,1354,1432,4,892,129,402,0,0,53,40,3,48986112,,,
573,16.7872,0.2083,3.7942,12.7839,0.2570,1387520,1355,1355,1379,4,892,129,402,0,0,35,35,3,48986112,,,
574,16.6549,0.0039,4.5403,12.1095,0.2386,1386496,1354,1354,1353,0,892,129,402,0,0,30,30,3,48986112,,,
575,16.6193,0.0040,4.6500,11.9641,0.2417,1387520,1355,1355,1354,0,892,129,402,0,0,30,30,3,48986112,,,
576,16.6718,0.0040,5.0172,11.6494,0.2447,1469440,1435,1435,1434,0,893,129,402,6048,0,30,30,3,48986112,,,
577,16.5927,0.0037,4.6414,11.9464,0.2355,1387520,1355,1355,1354,0,892,129,402,0,0,30,30,3,48986112,,,
578,76.8802,71.6272,5.2232,0.0290,0.5775,3119104,3046,3046,18728,7,1954,207,1584,78096,0,3736,1714,53,49332560,,memcmp:5007|malloc:3282|memcpy:2583|strlen:1917|free:1675|strcmp:712|memset:642|glVertexAttribPointer:610|memchr:450|calloc:414,glVertexAttribPointer:610|glBindBuffer:388|glUniformMatrix4fv:176|glDrawArrays:167|glActiveTexture:127|glBindTexture:127|glBufferData:112|glGenBuffers:48
579,4.0462,0.0642,3.9631,0.0185,0.4628,2268160,2215,2215,2214,0,1524,207,1584,0,0,30,30,3,49332560,,,
580,3.5545,0.2848,3.2534,0.0158,0.5356,2268160,2215,2215,2214,0,1524,207,1584,0,0,30,30,3,49332560,,,
581,15.4364,0.1930,2.7899,12.4530,0.4628,2268160,2215,2215,2214,0,1524,207,1584,0,0,30,30,3,49332560,,,
582,16.5283,0.1366,2.8305,13.5608,0.4639,2269184,2216,2216,2215,0,1524,207,1584,0,0,30,30,3,49332560,,,
583,16.6330,0.1949,2.8090,13.6287,0.4362,2268160,2215,2215,2214,0,1524,207,1584,0,0,30,30,3,49332560,,,
584,16.7337,0.2463,3.9233,12.5631,0.4639,2269184,2216,2216,2215,0,1524,207,1584,0,0,30,30,3,49332560,,,
585,16.7943,0.6079,4.0309,12.1545,0.4628,2269184,2216,2216,2215,0,1524,207,1584,0,0,30,30,3,49332560,,,
586,16.9114,0.0430,3.1136,13.7539,0.4362,2268160,2215,2215,2214,0,1524,207,1584,0,0,30,30,3,49332560,,,
587,16.3427,0.1700,2.9941,13.1780,0.4506,2352128,2297,2297,2296,0,1525,207,1584,6048,0,30,30,3,49332560,,,
588,16.9310,0.2156,2.9351,13.7800,0.4628,2268160,2215,2215,2214,0,1524,207,1584,0,0,30,30,3,49332560,,,
589,16.1752,0.1240,3.0032,13.0475,0.4362,2269184,2216,2216,2215,0,1524,207,1584,0,0,30,30,3,49332560,,,
590,17.0372,0.1131,2.8797,14.0440,0.4618,2268160,2215,2215,2214,0,1524,207,1584,0,0,30,30,3,49332560,,,
591,16.6551,0.1176,2.9068,13.6302,0.4628,2269184,2216,2216,2215,0,1524,207,1584,0,0,30,30,3,49332560,,,
592,16.2906,0.1149,2.9019,13.2733,0.4362,2268160,2215,2215,2214,0,1524,207,1584,0,0,30,30,3,49332560,,,
593,17.0079,0.1120,2.8711,14.0243,0.4628,2269184,2216,2216,2215,0,1524,207,1584,0,0,30,30,3,49332560,,,
594,16.7579,0.1235,3.0661,13.5677,0.4495,2352128,2297,2297,2296,0,1525,207,1584,6048,0,30,30,3,49332560,,,
595,16.7543,0.0014,3.1163,13.6362,0.4362,2268160,2215,2215,2214,0,1524,207,1584,0,0,30,30,3,49332560,,,
596,16.2524,0.0021,3.3475,12.9022,0.4628,2269184,2216,2216,2215,0,1524,207,1584,0,0,30,30,3,49332560,,,
597,16.7164,0.0019,3.4715,13.2425,0.4628,2268160,2215,2215,2214,0,1524,207,1584,0,0,30,30,3,49332560,,,
598,16.9633,0.0594,4.0307,12.8726,0.4352,2269184,2216,2216,2215,0,1524,207,1584,0,0,30,30,3,49332560,,,
599,16.3517,0.0522,3.2036,13.0953,0.4649,2269184,2216,2216,2215,0,1524,207,1584,0,0,30,30,3,49332560,,,
600,16.7229,0.9049,3.2825,12.5348,0.4495,2352128,2297,2297,2296,0,1525,207,1584,6048,0,30,30,3,49332560,,,
601,17.0572,0.0338,3.2748,13.7480,0.4362,2268160,2215,2215,2214,0,1524,207,1584,0,0,30,30,3,49332560,,,
602,16.2341,0.0016,3.1960,13.0359,0.4721,2269184,2216,2216,2215,0,1524,207,1584,0,0,30,30,3,49332560,,,
603,16.5254,0.7495,3.0171,12.7581,0.4628,2269184,2216,2216,2215,0,1524,207,1584,0,0,30,30,3,49332560,,,
604,16.5811,0.0248,2.8830,13.6728,0.4362,2268160,2215,2215,2214,0,1524,207,1584,0,0,30,30,3,49332560,,,
605,16.7649,0.1225,2.8828,13.7591,0.4639,2269184,2216,2216,2215,0,1524,207,1584,0,0,30,30,3,49332560,,,
606,16.6348,0.4778,2.9376,13.2186,0.4639,2269184,2216,2216,2215,0,1524,207,1584,0,0,30,30,3,49332560,,,
607,16.5844,0.0241,3.0089,13.5510,0.4321,2351104,2296,2296,2295,0,1525,207,1584,6048,0,30,30,3,49332560,,,
608,16.7671,0.1154,2.9129,13.7382,0.4628,2269184,2216,2216,2215,0,1524,207,1584,0,0,30,30,3,49332560,,,
609,16.6231,0.1476,2.9057,13.5692,0.4628,2269184,2216,2216,2215,0,1524,207,1584,0,0,30,30,3,49332560,,,
610,16.6653,0.1248,2.9473,13.5927,0.4628,2268160,2215,2215,2214,0,1524,207,1584,0,0,30,30,3,49332560,,,
611,17.0068,0.9256,2.9558,13.1250,0.4639,2269184,2216,2216,2367,0,1524,207,1584,0,0,48,35,3,49334192,,,
612,16.3104,0.0017,3.1698,13.1385,0.4628,2268160,2215,2215,2214,0,1524,207,1584,0,0,30,30,3,49334192,,,
613,16.6645,0.0016,3.3403,13.3221,0.4362,2269184,2216,2216,2215,0,1524,207,1584,0,0,30,30,3,49334192,,,
614,16.6612,0.0018,3.7230,12.9358,0.4495,2352128,2297,2297,2296,0,1525,207,1584,6048,0,30,30,3,49334192,,,
615,16.6804,0.0015,3.5281,13.1503,0.4639,2268160,2215,2215,2214,0,1524,207,1584,0,0,30,30,3,49334192,,,
616,21.6298,18.7044,2.9087,0.0160,0.4352,2355200,2300,2300,4071,7,1555,207,1638,7416,0,221,233,3,49332576,,memcmp:1108|glVertexAttribPointer:610|strcmp:457|memcpy:331|free:232|malloc:201|glBindBuffer:176|glUniformMatrix4fv:175|glDrawArrays:166|glBindTexture:127,glVertexAttribPointer:610|glBindBuffer:176|glUniformMatrix4fv:175|glDrawArrays:166|glActiveTexture:127|glBindTexture:127|glEnable:47|glBlendFunc:47
617,11.6905,0.0321,2.7113,8.9469,0.4649,2276352,2223,2223,2222,0,1533,207,1638,0,0,30,30,3,49332576,,,
618,17.0049,0.0011,2.9319,14.0715,0.4649,2276352,2223,2223,2222,0,1533,207,1638,0,0,30,30,3,49332576,,,
619,16.5901,0.0367,2.9892,13.5637,0.4372,2277376,2224,2224,2223,0,1533,207,1638,0,0,30,30,3,49332576,,,
620,16.7310,0.1917,3.8901,12.6486,0.4495,2360320,2305,2305,2304,0,1534,207,1638,6048,0,30,30,3,49332576,,,
621,16.5986,0.1714,3.6253,12.8013,0.4639,2277376,2224,2224,2223,0,1533,207,1638,0,0,30,30,3,49332576,,,
622,16.4770,0.3112,4.0118,12.1535,0.5233,2277376,2224,2224,2223,0,1533,207,1638,0,0,30,30,3,49332576,,,
623,16.8182,0.0425,3.5702,13.2045,0.4649,2276352,2223,2223,2222,0,1533,207,1638,0,0,30,30,3,49332576,,,
624,16.3338,0.4432,3.6076,12.2821,0.4639,2277376,2224,2224,2223,0,1533,207,1638,0,0,30,30,3,49332576,,,
625,16.6304,0.1977,4.5873,11.8449,0.4526,2276352,2223,2223,2222,0,1533,207,1638,0,0,30,30,3,49332576,,,
626,16.7086,0.1812,3.1410,13.3859,0.4669,2277376,2224,2224,2223,0,1533,207,1638,0,0,30,30,3,49332576,,,
627,16.7757,0.5517,3.1604,13.0614,0.4506,2360320,2305,2305,2304,0,1534,207,1638,6048,0,30,30,3,49332576,,,
628,16.6792,0.0606,3.4184,13.1998,0.4700,2276352,2223,2223,2222,0,1533,207,1638,0,0,30,30,3,49332576,,,
629,16.5217,0.3138,3.0421,13.1653,0.4659,2277376,2224,2224,2223,0,1533,207,1638,0,0,30,30,3,49332576,,,
630,16.6491,0.4521,2.9723,13.2241,0.4669,2276352,2223,2223,2222,0,1533,207,1638,0,0,30,30,3,49332576,,,
631,16.6251,0.0356,3.0598,13.5293,0.4454,2277376,2224,2224,2223,0,1533,207,1638,0,0,30,30,3,49332576,,,
632,16.6736,0.1790,2.9879,13.5062,0.4721,2277376,2224,2224,2223,0,1533,207,1638,0,0,30,30,3,49332576,,,
633,16.6537,0.9279,3.3241,12.4011,0.4506,2360320,2305,2305,2597,4,1534,207,1638,6048,0,53,40,3,49334208,,,
634,16.7174,0.0011,3.1420,13.5738,0.4403,2276352,2223,2223,2222,0,1533,207,1638,0,0,30,30,3,49334208,,,
635,16.7455,0.0011,2.8004,13.9436,0.4649,2277376,2224,2224,2223,0,1533,207,1638,0,0,30,30,3,49334208,,,
636,16.6745,0.0011,2.7865,13.8864,0.4669,2277376,2224,2224,2223,0,1533,207,1638,0,0,30,30,3,49334208,,,
637,16.5290,0.0022,3.7940,12.7322,0.4413,2277376,2224,2224,2223,0,1533,207,1638,0,0,30,30,3,49334208,,,
638,88.6860,82.6757,5.9785,0.0310,0.7526,3980288,3887,3887,66770,0,2047,241,8112,230916,70688,6815,4103,24,50141120,,memcmp:36869|memcpy:8927|malloc:6655|strlen:6112|free:4087|memset:1238|glVertexAttribPointer:702|glBindBuffer:368|memchr:339|glUniformMatrix4fv:203,glVertexAttribPointer:702|glBindBuffer:368|glUniformMatrix4fv:203|glDrawArrays:175|glBindTexture:137|glActiveTexture:137|glDrawElements:66|glEnable:56
639,3.7363,0.0434,3.6738,0.0185,0.5642,2723840,2660,2660,2659,0,1842,241,8112,0,0,30,30,3,50141120,,,
640,7.6077,0.2804,3.3458,3.9810,0.5704,2723840,2660,2660,2659,0,1842,241,8112,0,0,30,30,3,50141120,,,
641,16.6060,0.1447,3.2488,13.2120,0.5837,2724864,2661,2661,2660,0,1842,241,8112,0,0,30,30,3,50141120,,,
642,16.7883,0.3160,3.4829,12.9890,0.6584,2724864,2661,2661,2660,0,1842,241,8112,0,0,30,30,3,50141120,,,
643,16.4252,0.0257,3.2454,13.1537,0.6369,2723840,2660,2660,2659,0,1842,241,8112,0,0,30,30,3,50141120,,,
644,17.0049,0.1972,3.4590,13.3482,0.6707,2724864,2661,2661,2660,0,1842,241,8112,0,0,30,30,3,50141120,,,
645,16.4041,0.1996,4.0839,12.1198,0.7168,2724864,2661,2661,2660,0,1842,241,8112,0,0,30,30,3,50141120,,,
646,16.8223,0.1205,3.4393,13.2620,0.7332,2806784,2741,2741,2740,0,1843,241,8112,6048,0,30,30,3,50141120,,,
647,16.7930,0.2918,3.9775,12.5230,0.7209,2724864,2661,2661,2660,0,1842,241,8112,0,0,30,30,3,50141120,,,
648,16.3637,0.1164,3.4101,12.8365,0.7209,2723840,2660,2660,2659,0,1842,241,8112,0,0,30,30,3,50141120,,,
649,16.5819,0.1117,3.4029,13.0669,0.7137,2729984,2666,2666,2665,0,1842,241,8112,0,0,30,34,3,50140944,,,
650,16.7431,0.1104,3.3637,13.2685,0.7086,2708480,2645,2645,2644,0,1842,241,8112,0,0,30,30,3,50140944,,,
651,16.6593,0.1175,3.4057,13.1355,0.6994,2709504,2646,2646,2645,0,1842,241,8112,0,0,30,30,3,50140944,,,
652,16.5862,0.1102,3.3987,13.0768,0.6932,2708480,2645,2645,2644,0,1842,241,8112,0,0,30,30,3,50140944,,,
653,16.8035,0.1112,3.4596,13.2322,0.6810,2792448,2727,2727,2726,0,1843,241,8112,6048,0,30,30,3,50140944,,,
654,16.5657,0.1620,3.4255,12.9776,0.6851,2709504,2646,2646,2645,0,1842,241,8112,0,0,30,30,3,50140944,,,
655,16.6885,0.1131,3.3246,13.2500,0.6830,2708480,2645,2645,2644,0,1842,241,8112,0,0,30,30,3,50140944,,,
656,16.6547,0.1137,3.3236,13.2169,0.6810,2709504,2646,2646,2645,0,1842,241,8112,0,0,30,30,3,50140944,,,
657,16.6548,0.1791,3.4808,12.9945,0.6820,2709504,2646,2646,2645,0,1842,241,8112,0,0,30,30,3,50140944,,,
658,16.6258,0.0015,3.7144,12.9094,0.6830,2708480,2645,2645,2644,0,1842,241,8112,0,0,30,30,3,50140944,,,
659,16.7099,0.0014,3.6179,13.0900,0.6840,2709504,2646,2646,2645,0,1842,241,8112,0,0,30,30,3,50140944,,,
660,16.6708,0.0017,3.9884,12.6803,0.6687,2792448,2727,2727,2726,0,1843,241,8112,6048,0,30,30,3,50140944,,,
661,16.5989,0.0394,4.1826,12.3764,0.6861,2709504,2646,2646,2645,0,1842,241,8112,0,0,30,30,3,50140944,,,
662,16.7523,0.0333,3.5862,13.1323,0.6871,2708480,2645,2645,2644,0,1842,241,8112,0,0,30,30,3,50140944,,,
663,16.7986,0.5365,3.8768,12.3847,0.6871,2709504,2646,2646,2645,0,1842,241,8112,0,0,30,30,3,50140944,,,
664,16.4198,0.0330,3.4956,12.8906,0.6881,2708480,2645,2645,2644,0,1842,241,8112,0,0,30,30,3,50140944,,,
665,16.8935,0.1292,3.4396,13.3241,0.6902,2709504,2646,2646,2645,0,1842,241,8112,0,0,30,30,3,50140944,,,
666,16.4954,0.2131,3.6737,12.6081,0.6707,2792448,2727,2727,2726,0,1843,241,8112,6048,0,30,30,3,50140944,,,
667,16.6178,0.1168,3.4042,13.0963,0.6881,2708480,2645,2645,2644,0,1842,241,8112,0,0,30,30,3,50140944,,,
668,16.9306,0.1185,3.4251,13.3865,0.6892,2709504,2646,2646,2645,0,1842,241,8112,0,0,30,30,3,50140944,,,
669,16.3851,0.3370,3.5018,12.5457,0.6871,2709504,2646,2646,2645,0,1842,241,8112,0,0,30,30,3,50140944,,,
670,16.7171,0.1279,3.6428,12.9459,0.6881,2710528,2647,2647,2646,0,1840,241,8112,0,0,30,37,3,50140208,,,
671,16.6616,0.4076,3.3411,12.9125,0.6892,2699264,2636,2636,2679,0,1838,241,8112,0,0,48,35,3,50141840,,,
672,16.6315,0.0011,3.4451,13.1848,0.6871,2698240,2635,2635,2634,0,1838,241,8112,0,0,30,30,3,50141840,,,
673,16.6788,0.0015,3.9614,12.7155,0.6697,2782208,2717,2717,2716,0,1839,241,8112,6048,0,30,30,3,50141840,,,
674,16.7234,0.0017,3.9621,12.7591,0.6881,2699264,2636,2636,2635,0,1838,241,8112,0,0,30,30,3,50141840,,,
675,16.6634,0.0019,4.5327,12.1282,0.6871,2699264,2636,2636,2635,0,1838,241,8112,0,0,30,30,3,50141840,,,
676,16.6551,0.0019,3.9572,12.6955,0.7250,2699264,2636,2636,2635,0,1838,241,8112,0,0,30,30,3,50141840,,,
677,47.4023,43.4262,3.9476,0.0277,1.0455,3137536,3064,3064,28399,8,2129,241,3288,78888,25600,2384,3777,16,49611072,,memcmp:8045|strcmp:6277|free:3766|memcpy:2957|malloc:2169|strlen:1371|glVertexAttribPointer:711|memchr:642|memset:483|glBindBuffer:364,glVertexAttribPointer:711|glBindBuffer:364|glUniformMatrix4fv:203|glDrawArrays:178|glActiveTexture:157|glBindTexture:157|glDrawElements:63|glEnable:59
678,3.9016,0.0411,3.3721,0.4881,0.5642,2738176,2674,2674,2673,0,1866,241,3288,0,0,30,30,3,49611072,,,
679,15.2949,0.1262,3.4201,11.7481,0.5683,2738176,2674,2674,2673,0,1866,241,3288,0,0,30,30,3,49611072,,,
680,16.6218,0.0463,3.3518,13.2233,0.5919,2739200,2675,2675,2674,0,1866,241,3288,0,0,30,30,3,49611072,,,
681,16.8929,0.1202,3.3834,13.3889,0.6164,2739200,2675,2675,2674,0,1866,241,3288,0,0,30,30,3,49611072,,,
682,16.4648,0.1242,3.3758,12.9642,0.6523,2739200,2675,2675,2674,0,1866,241,3288,0,0,30,30,3,49611072,,,
683,16.7826,0.2545,3.6609,12.8666,0.6574,2739200,2675,2675,2674,0,1866,241,3288,0,0,30,30,3,49611072,,,
684,16.4388,0.0334,3.3947,13.0101,0.6738,2738176,2674,2674,2673,0,1866,241,3288,0,0,30,30,3,49611072,,,
685,17.0692,0.1282,3.6204,13.3200,0.6646,2822144,2756,2756,2755,0,1867,241,3288,6048,0,30,30,3,49611072,,,
686,16.4824,0.1348,3.4034,12.9435,0.6881,2739200,2675,2675,2674,0,1866,241,3288,0,0,30,30,3,49611072,,,
687,16.4913,0.2017,3.5263,12.7625,0.6830,2743296,2679,2679,2678,0,1866,241,3288,0,0,30,34,3,49610896,,,
688,16.6671,0.1201,3.3769,13.1696,0.6881,2718720,2655,2655,2654,0,1866,241,3288,0,0,30,30,3,49610896,,,
689,16.6593,0.1243,3.4558,13.0787,0.6820,2718720,2655,2655,2654,0,1866,241,3288,0,0,30,30,3,49610896,,,
690,16.5991,0.1255,3.4447,13.0285,0.6871,2718720,2655,2655,2654,0,1866,241,3288,0,0,30,30,3,49610896,,,
691,16.7805,0.1302,3.7017,12.9481,0.6697,2800640,2735,2735,2734,0,1867,241,3288,6048,0,30,30,3,49610896,,,
692,16.7639,0.4118,3.6314,12.7201,0.6871,2718720,2655,2655,2654,0,1866,241,3288,0,0,30,30,3,49610896,,,
693,16.4358,0.0303,3.3922,13.0127,0.6799,2717696,2654,2654,2653,0,1866,241,3288,0,0,30,30,3,49610896,,,
694,16.7292,0.1250,3.4800,13.1236,0.6851,2718720,2655,2655,2654,0,1866,241,3288,0,0,30,30,3,49610896,,,
695,16.6064,0.1292,3.4016,13.0750,0.6799,2718720,2655,2655,2654,0,1866,241,3288,0,0,30,30,3,49610896,,,
696,17.2198,0.1466,3.6043,13.4683,0.6861,2717696,2654,2654,2653,0,1866,241,3288,0,0,30,30,3,49610896,,,
697,16.1490,0.0016,3.8988,12.2481,0.6676,2807808,2742,2742,2741,0,1867,241,3288,6048,0,30,37,3,49610160,,,
698,16.6578,0.0016,3.7313,12.9243,0.6851,2715648,2652,2652,2651,0,1866,241,3288,0,0,30,30,3,49610160,,,
699,16.6645,0.0016,3.9342,12.7282,0.6789,2716672,2653,2653,2652,0,1866,241,3288,0,0,30,30,3,49610160,,,
700,16.6091,0.0017,4.2440,12.3630,0.6840,2716672,2653,2653,2652,0,1866,241,3288,0,0,30,30,3,49610160,,,
701,17.0129,0.0440,3.3899,13.5785,0.7117,2715648,2652,2652,2651,0,1866,241,3288,0,0,30,30,3,49610160,,,
702,16.2988,0.6500,3.3799,12.2685,0.6840,2716672,2653,2653,2652,0,1866,241,3288,0,0,30,30,3,49610160,,,
703,16.7726,0.0246,3.3590,13.3886,0.6820,2715648,2652,2652,2651,0,1866,241,3288,0,0,30,30,3,49610160,,,
704,16.7782,0.4607,3.8201,12.4966,0.6656,2799616,2734,2734,2733,0,1867,241,3288,6048,0,30,30,3,49610160,,,
705,16.4400,0.0266,3.3912,13.0217,0.6789,2715648,2652,2652,2651,0,1866,241,3288,0,0,30,30,3,49610160,,,
706,16.7555,0.1261,3.3517,13.2773,0.6932,2716672,2653,2653,2652,0,1866,241,3288,0,0,30,30,3,49610160,,,
707,16.7798,0.2511,3.6579,12.8703,0.6779,2716672,2653,2653,2652,0,1866,241,3288,0,0,30,30,3,49610160,,,
708,16.5122,0.0313,3.3710,13.1095,0.6830,2715648,2652,2652,2651,0,1866,241,3288,0,0,30,30,3,49610160,,,
709,16.9659,2.4499,3.2597,11.2558,0.6758,2747392,2683,2683,2888,12,1879,242,3294,1344,0,51,44,3,49611072,,,
710,16.3416,0.0013,3.3148,13.0250,0.6840,2729984,2666,2666,2665,0,1877,242,3294,0,0,30,30,3,49611072,,,
711,16.6648,0.0015,3.7626,12.9003,0.6656,2813952,2748,2748,2747,0,1878,242,3294,6048,0,30,30,3,49611072,,,
712,16.8608,0.0014,3.7695,13.0894,0.6830,2731008,2667,2667,2666,0,1877,242,3294,0,0,30,30,3,49611072,,,
713,16.4810,0.0018,3.7266,12.7521,0.6799,2731008,2667,2667,2666,0,1877,242,3294,0,0,30,30,3,49611072,,,
714,17.0309,0.8735,3.4643,12.6922,0.6830,2731008,2667,2667,2700,4,1877,242,3294,0,0,40,47,3,49610128,,,
715,16.2936,0.0381,3.4800,12.7749,0.6779,2729984,2666,2666,2665,0,1877,242,3294,0,0,30,30,3,49610128,,,
716,16.6456,0.0283,3.3527,13.2639,0.6840,2731008,2667,2667,2666,0,1877,242,3294,0,0,30,30,3,49610128,,,
717,16.5891,0.1186,3.4888,12.9811,0.6666,2813952,2748,2748,2747,0,1878,242,3294,6048,0,30,30,3,49610128,,,
718,16.7738,0.1116,3.2914,13.3703,0.6963,2729984,2666,2666,2665,0,1877,242,3294,0,0,30,30,3,49610128,,,
719,16.7642,1.8766,3.5073,11.3797,0.6769,2745344,2681,2681,2912,10,1878,242,3294,1248,0,61,57,3,49610176,,,
720,16.4599,0.0245,3.3299,13.1050,0.6851,2729984,2666,2666,2665,0,1877,242,3294,0,0,30,30,3,49610176,,,
721,16.7878,0.1117,3.4886,13.1870,0.6789,2731008,2667,2667,2666,0,1877,242,3294,0,0,30,30,3,49610176,,,
722,16.8509,0.2702,3.3331,13.2470,0.6840,2731008,2667,2667,2666,0,1877,242,3294,0,0,30,30,3,49610176,,,
723,16.4109,0.0291,3.5816,12.7995,0.6666,2812928,2747,2747,2746,0,1878,242,3294,6048,0,30,30,3,49610176,,,
724,16.7116,0.6618,3.4786,12.5701,0.6830,2745344,2681,2681,2924,10,1878,242,3294,1248,0,61,58,3,49610224,,,
725,16.5424,0.0298,3.4498,13.0623,0.6789,2729984,2666,2666,2665,0,1877,242,3294,0,0,30,30,3,49610224,,,
726,16.6720,0.1159,3.3170,13.2385,0.6861,2731008,2667,2667,2666,0,1877,242,3294,0,0,30,30,3,49610224,,,
727,16.7637,0.1133,3.3985,13.2514,0.6779,2731008,2667,2667,2666,0,1877,242,3294,0,0,30,30,3,49610224,,,
728,16.7529,0.4617,3.6595,12.6309,0.6932,2731008,2667,2667,2666,0,1877,242,3294,0,0,30,30,3,49610224,,,
729,16.4599,0.8889,3.5946,11.9759,0.6666,2828288,2762,2762,3021,10,1879,242,3294,7296,0,61,58,3,49610272,,,
730,17.0557,0.0227,3.2831,13.7495,0.6840,2729984,2666,2666,2665,0,1877,242,3294,0,0,30,30,3,49610272,,,
731,16.2503,0.1153,3.3224,12.8121,0.6779,2731008,2667,2667,2666,0,1877,242,3294,0,0,30,30,3,49610272,,,
732,16.7414,0.2502,3.3259,13.1648,0.6851,2729984,2666,2666,2665,0,1877,242,3294,0,0,30,30,3,49610272,,,
733,16.6581,0.0224,3.3343,13.3010,0.6789,2731008,2667,2667,2666,0,1877,242,3294,0,0,30,30,3,49610272,,,
734,16.6085,0.1435,3.3838,13.0807,0.6840,2731008,2667,2667,2666,0,1877,242,3294,0,0,30,30,3,49610272,,,
735,16.6557,0.1752,3.4765,13.0035,0.6779,2729984,2666,2666,2665,0,1877,242,3294,0,0,30,30,3,49610272,,,
736,16.6769,0.0570,3.7789,12.8406,0.6656,2813952,2748,2748,2747,0,1878,242,3294,6048,0,30,30,3,49610272,,,
737,17.0986,0.4411,3.4274,13.2294,0.6758,2745344,2681,2681,2950,10,1878,242,3294,1248,0,61,58,3,49610352,,,
738,16.2878,0.0012,3.3655,12.9207,0.6840,2729984,2666,2666,2665,0,1877,242,3294,0,0,30,30,3,49610352,,,
739,16.5811,0.0012,3.9387,12.6407,0.6779,2731008,2667,2667,2666,0,1877,242,3294,0,0,30,30,3,49610352,,,
740,16.6988,0.0014,3.6109,13.0860,0.6840,2729984,2666,2666,2665,0,1877,242,3294,0,0,30,30,3,49610352,,,
741,16.6288,0.3246,3.4571,12.8464,0.6779,2731008,2667,2667,2666,0,1877,242,3294,0,0,30,30,3,49610352,,,
742,16.6545,0.7661,3.4711,12.4168,0.6666,2828288,2762,2762,3039,10,1879,242,3294,7296,0,61,58,3,49610400,,,
743,17.0850,0.0279,3.3017,13.7550,0.7373,2729984,2666,2666,2665,0,1877,242,3294,0,0,30,30,3,49610400,,,
744,16.7868,1.0856,3.2763,12.4242,0.6830,2745344,2681,2681,2973,10,1878,242,3294,1248,0,61,58,3,49610448,,,
745,16.4771,0.1783,3.3452,12.9531,0.6779,2729984,2666,2666,2665,0,1877,242,3294,0,0,30,30,3,49610448,,,
746,16.6203,0.1170,3.2890,13.2137,0.7107,2731008,2667,2667,2666,0,1877,242,3294,0,0,30,30,3,49610448,,,
747,16.4083,0.4376,3.3623,12.6079,0.6789,2731008,2667,2667,2666,0,1877,242,3294,0,0,30,30,3,49610448,,,
748,16.5960,0.1087,3.3011,13.1858,0.6851,2729984,2666,2666,2665,0,1877,242,3294,0,0,30,30,3,49610448,,,
749,16.7200,0.1249,3.4203,13.1744,0.6666,2813952,2748,2748,2747,0,1878,242,3294,6048,0,30,30,3,49610448,,,
750,16.8366,0.1678,3.4454,13.2230,0.6840,2731008,2667,2667,2666,0,1877,242,3294,0,0,30,30,3,49610448,,,
751,16.4798,0.3105,3.3560,12.8126,0.6779,2731008,2667,2667,2782,0,1877,242,3294,0,0,48,35,3,49612080,,,
752,16.6796,0.0012,3.6438,13.0342,0.6840,2729984,2666,2666,2665,0,1877,242,3294,0,0,30,30,3,49612080,,,
753,16.6517,0.0013,3.4603,13.1897,0.6789,2731008,2667,2667,2666,0,1877,242,3294,0,0,30,30,3,49612080,,,
754,16.7237,0.0014,3.5524,13.1694,0.6840,2729984,2666,2666,2665,0,1877,242,3294,0,0,30,30,3,49612080,,,
755,16.6626,0.0015,4.0968,12.5638,0.6789,2731008,2667,2667,2666,0,1877,242,3294,0,0,30,30,3,49612080,,,
756,16.6561,0.0016,4.0013,12.6527,0.6676,2813952,2748,2748,2747,0,1878,242,3294,6048,0,30,30,3,49612080,,,
757,37.7173,33.8228,3.8740,0.0201,0.7997,3277824,3201,3201,20787,0,2106,256,5094,64116,0,2134,1273,16,49846176,,memcmp:10249|memcpy:2526|malloc:2047|strlen:1778|free:1264|glVertexAttribPointer:755|memset:384|glBindBuffer:348|memchr:225|glUniformMatrix4fv:216,glVertexAttribPointer:755|glBindBuffer:348|glUniformMatrix4fv:216|glDrawArrays:181|glActiveTexture:162|glBindTexture:162|glDrawElements:75|glEnable:65
758,3.7948,0.0335,3.3648,0.3962,0.7793,2932736,2864,2864,2863,0,2018,256,5094,0,0,30,30,3,49846176,,,
759,8.9879,0.0010,3.5008,5.4858,0.7711,2932736,2864,2864,2863,0,2018,256,5094,0,0,30,30,3,49846176,,,
760,16.2385,0.0012,3.4841,12.7529,0.7875,2933760,2865,2865,2864,0,2018,256,5094,0,0,30,30,3,49846176,,,
761,16.6088,0.0012,3.5954,13.0118,0.7875,2932736,2864,2864,2863,0,2018,256,5094,0,0,30,30,3,49846176,,,
762,16.6987,0.0012,3.8010,12.8956,0.8008,3016704,2946,2946,2945,0,2019,256,5094,6048,0,30,30,3,49846176,,,
763,16.5431,0.0050,3.5931,12.9445,0.8223,2933760,2865,2865,2864,0,2018,256,5094,0,0,30,30,3,49846176,,,
